      126,01/11/2019,07:36,B,172.168.1.8
      273,01/11/2019,07:37,B,172.168.1.8
      298,01/11/2019,07:45,B,172.168.1.8
      125,01/11/2019,07:52,B,172.168.1.8
      300,01/11/2019,07:59,B,172.168.1.8
      299,01/11/2019,08:12,B,172.168.1.8
      296,01/11/2019,08:19,B,172.168.1.8
      268,01/11/2019,09:10,B,172.168.1.8
      122,01/11/2019,09:17,B,172.168.1.8
      255,01/11/2019,09:26,B,172.168.1.8
      290,01/11/2019,09:36,B,172.168.1.8
      258,01/11/2019,09:51,B,172.168.1.8
      128,01/11/2019,09:53,B,172.168.1.8
      256,01/11/2019,10:02,B,172.168.1.8
      131,01/11/2019,10:03,B,172.168.1.8
      289,01/11/2019,10:04,B,172.168.1.8
      254,01/11/2019,10:05,B,172.168.1.8
      127,01/11/2019,10:06,B,172.168.1.8
      310,01/11/2019,10:06,B,172.168.1.8
      297,01/11/2019,10:09,B,172.168.1.8
      116,01/11/2019,10:25,B,172.168.1.8
      261,01/11/2019,10:26,B,172.168.1.8
      129,01/11/2019,10:28,B,172.168.1.8
      101,01/11/2019,10:29,B,172.168.1.8
      260,01/11/2019,10:34,B,172.168.1.8
      271,01/11/2019,10:40,B,172.168.1.8
      251,01/11/2019,10:40,B,172.168.1.8
      295,01/11/2019,11:09,B,172.168.1.8
      126,01/11/2019,07:36,B,172.168.1.8
      273,01/11/2019,07:37,B,172.168.1.8
      298,01/11/2019,07:45,B,172.168.1.8
      125,01/11/2019,07:52,B,172.168.1.8
      300,01/11/2019,07:59,B,172.168.1.8
      299,01/11/2019,08:12,B,172.168.1.8
      296,01/11/2019,08:19,B,172.168.1.8
      268,01/11/2019,09:10,B,172.168.1.8
      122,01/11/2019,09:17,B,172.168.1.8
      255,01/11/2019,09:26,B,172.168.1.8
      290,01/11/2019,09:36,B,172.168.1.8
      258,01/11/2019,09:51,B,172.168.1.8
      128,01/11/2019,09:53,B,172.168.1.8
      256,01/11/2019,10:02,B,172.168.1.8
      131,01/11/2019,10:03,B,172.168.1.8
      289,01/11/2019,10:04,B,172.168.1.8
      254,01/11/2019,10:05,B,172.168.1.8
      127,01/11/2019,10:06,B,172.168.1.8
      310,01/11/2019,10:06,B,172.168.1.8
      297,01/11/2019,10:09,B,172.168.1.8
      116,01/11/2019,10:25,B,172.168.1.8
      261,01/11/2019,10:26,B,172.168.1.8
      129,01/11/2019,10:28,B,172.168.1.8
      101,01/11/2019,10:29,B,172.168.1.8
      260,01/11/2019,10:34,B,172.168.1.8
      271,01/11/2019,10:40,B,172.168.1.8
      251,01/11/2019,10:40,B,172.168.1.8
      295,01/11/2019,11:09,B,172.168.1.8
      293,01/11/2019,12:12,B,172.168.1.8
      299,01/11/2019,15:04,B,172.168.1.8
      298,01/11/2019,15:39,B,172.168.1.8
      273,01/11/2019,15:52,B,172.168.1.8
      125,01/11/2019,15:58,B,172.168.1.8
      296,01/11/2019,16:02,B,172.168.1.8
      300,01/11/2019,16:47,B,172.168.1.8
      122,01/11/2019,17:05,B,172.168.1.8
      268,01/11/2019,17:10,B,172.168.1.8
      256,01/11/2019,17:15,B,172.168.1.8
      128,01/11/2019,17:15,B,172.168.1.8
      271,01/11/2019,17:17,B,172.168.1.8
      297,01/11/2019,17:18,B,172.168.1.8
      295,01/11/2019,17:18,B,172.168.1.8
      131,01/11/2019,17:19,B,172.168.1.8
      127,01/11/2019,17:19,B,172.168.1.8
      261,01/11/2019,17:19,B,172.168.1.8
      289,01/11/2019,17:20,B,172.168.1.8
      293,01/11/2019,17:20,B,172.168.1.8
      293,01/11/2019,17:21,B,172.168.1.8
      101,01/11/2019,17:24,B,172.168.1.8
      254,01/11/2019,17:26,B,172.168.1.8
      254,01/11/2019,17:27,B,172.168.1.8
      251,01/11/2019,17:28,B,172.168.1.8
      116,01/11/2019,17:29,B,172.168.1.8
      129,01/11/2019,17:32,B,172.168.1.8
      260,01/11/2019,17:35,B,172.168.1.8
      310,01/11/2019,17:38,B,172.168.1.8
      290,01/11/2019,17:38,B,172.168.1.8
      258,01/11/2019,17:38,B,172.168.1.8
      129,01/11/2019,17:38,B,172.168.1.8
      129,01/11/2019,17:38,B,172.168.1.8
      310,01/11/2019,17:40,B,172.168.1.8
